,Title,Authors,Abstract,Citation,URL
50,Push-Ups are Able to Predict the Bench Press 1-RM and Constitute an Alternative for Measuring Maximum Upper Body Strength Based on Load-Velocity Relationships.,"van den Tillaar R, Ball N.","The aims of this study were firstly to compare the similarity in upper-body muscle activation between the bench press and push-up at similar loads, and secondly to establish a 1-RM prediction equation between the two exercises based upon the load-velocity relationship. Twenty resistance-trained male athletes (age 22.5 ± 5.24 years, body mass 83.7 ± 10.7 kg, body height 1.80 ± 0.06 m) performed push-ups and bench presses with four different loads. Push-ups were performed without a weight vest and with a 10-20-30 kg weight vest. Bench presses were performed at 50-80% of athletes' assumed 1 repetition max (1-RM) in 10 kg steps, while a linear encoder measured performance during the exercises. A load-velocity relationship was established as a product of the load and velocity for the push-up and bench press per participant and the equation was used to establish a predicted 1-RM. Mean muscle activation of eight upper body muscles was recorded for each exercise and each load. The main findings of this study demonstrate an extremely large association between the predicted 1-RM loads performed with the push-up and bench press (r = 0.93) in experienced resistance trained men. Furthermore, most muscles showed similar activations between the two exercises with the different loads except the deltoid and biceps brachii muscles. It may be concluded that it is possible to predict a cross-over 1-RM between the two exercises based upon the load-velocity relationship in each exercise, and that training push-ups largely targets the same muscles as the bench press except the deltoid and biceps muscles. For coaches and athletes, the use of this method is a low cost and time-effective alternative for standard 1-RM bench press testing to predict maximal upper body strength.
Keywords:
        
      
      mean velocity; resistance training; strength; upper-body.
",J Hum Kinet. 2020 Jul 21;73:7-18. doi: 10.2478/hukin-2019-0133. eCollection 2020 Jul.,https://pubmed.ncbi.nlm.nih.gov/32774533/
51,Bench Press at Full Range of Motion Produces Greater Neuromuscular Adaptations Than Partial Executions After Prolonged Resistance Training.,"Martínez-Cava A, Hernández-Belmonte A, Courel-Ibáñez J, Morán-Navarro R, González-Badillo JJ, Pallarés JG.","Martínez-Cava, A, Hernández-Belmonte, A, Courel-Ibáñez, J, Morán-Navarro, R, González-Badillo, JJ, and Pallarés, JG. Bench press at full range of motion produces greater neuromuscular adaptations than partial executions after prolonged resistance training. J Strength Cond Res 36(1): 10-15, 2022-Training at a particular range of motion (ROM) produces specific neuromuscular adaptations. However, the effects of full and partial ROM in one of the most common upper-limb exercises such as the bench press (BP) remain controversial. In this study, 50 recreationally to highly resistance trained men were randomly assigned to 1 of 4 training groups: full bench press (BPFULL), two-thirds bench press (BP2/3), and one-third bench press (BP1/3) and control (training cessation). Experimental groups completed a 10-week velocity-based resistance training program using the same relative load (linear periodization, 60-80% 1 repetition maximum [1RM]), only differing in the ROM trained. Individual ROM for each BP variation was determined in the familiarization and subsequently replicated in every lift during training and testing sessions. Neuromuscular adaptations were evaluated by 1RM strength and mean propulsive velocity (MPV). The BPFULL group obtained the best results for the 3 BP variations (effect size [ES] = 0.52-1.96); in turn, partial BP produced smaller improvements as the ROM decreased (BP2/3: ES = 0.29-0.78; BP1/3: ES = -0.01 to 0.66). After 10-week of training cessation, the control group declined in all neuromuscular parameters (ES = 0.86-0.92) except in MPV against low loads. Based on these findings, the BPFULL stands as the most effective exercise to maximize neuromuscular improvements in recreational and well-trained athletes compared with partial ROM variations.
",J Strength Cond Res. 2022 Jan 1;36(1):10-15. doi: 10.1519/JSC.0000000000003391.,https://pubmed.ncbi.nlm.nih.gov/31567719/
52,Reliability and Validity of the iLOAD Application for Monitoring the Mean Set Velocity During the Back Squat and Bench Press Exercises Performed Against Different Loads.,"Pérez-Castilla A, Boullosa D, García-Ramos A.","Pérez-Castilla, A, Boullosa, D, and García-Ramos, A. Reliability and validity of the iLOAD application for monitoring the mean set velocity during the back squat and bench press exercises performed against different loads. J Strength Cond Res 35(2S): S57-S65, 2021-This study aimed to evaluate the reliability and validity of a smartphone application (iLOAD) for the monitoring of mean concentric velocity (MV) during resistance training sets. Twenty males completed 2 identical sessions consisting of one set of 10 repetitions against 4 loads (25, 40, 55, 70% of the one repetition maximum [1RM]) during the back squat and bench press exercises. The MV of the 5 initial repetitions and for the whole set were determined simultaneously with the iLOAD application and a linear velocity transducer (LVT). Two independent researchers operated the iLOAD application during the experimental sessions to evaluate the interrater agreement for the assessment of MV. An acceptable but generally lower reliability was observed for iLOAD (coefficient of variation [CV] range: 5.61-9.79%) compared to the LVT (CV range: 4.51-8.18%) at 25-40-55% of 1RM, whereas the reliability at 75% of 1RM was acceptable for the LVT during the bench press (CV range: 6.37-8.26%), but it was unacceptable for the iLOAD during both exercises (CV range: 11.3-12.8%) and for the LVT during the back squat (CV range: 11.3-17.4%). Small to moderate differences (ES range: 0.24-1.04) and very high to practically perfect correlations (r range: 0.70-0.90) were observed between the iLOAD and the LVT. A very high agreement was observed between both raters for the recording of MV during the back squat and bench press exercises (r ≥ 0.98). Taken together, these results suggest that the iLOAD application can be confidently used to quantify the MV of training sets during the squat and bench press exercises not performed to failure.
",J Strength Cond Res. 2021 Feb 1;35(Suppl 1):S57-S65. doi: 10.1519/JSC.0000000000003739.,https://pubmed.ncbi.nlm.nih.gov/33021586/
53,Acute Effects of Ballistic and Non-ballistic Bench Press on Plyometric Push-up Performance.,"Bodden D, Suchomel TJ, Lates A, Anagnost N, Moran MF, Taber CB.","The purpose of this study was to examine the effects of a ballistic or non-ballistic concentric-only bench press (COBP) on subsequent plyometric push-up performance. Fourteen resistance trained men completed two separate one-repetition-maximum (1RM) testing sessions followed by three randomized experimental explosive push-up sessions. These sessions combined a heavy concentric bench press with plyometric push-ups. Using a series of 3 × 10 (condition × time) repeated measures ANOVA, comparisons were made between the effects of ballistic and non-ballistic bench presses on performance of plyometric push-ups to investigate push-up performance variables. Compared with the control condition, both ballistic and non-ballistic bench presses produced lower net impulse and take-off velocity data. No differences were found between ballistic and non-ballistic conditions comparing net impulse and take-off velocity. We conclude that the magnitude of loading used in the current investigation may have caused acute fatigue which led to lower push-up performance characteristics. This information can be used to alter loading protocols when designing complexes for the upper body, combining the bench press and plyometric push-ups.
Keywords:
        
      
      ballistic; bench press; post-activation potentiation; push-up.
",Sports (Basel). 2019 Feb 18;7(2):47. doi: 10.3390/sports7020047.,https://pubmed.ncbi.nlm.nih.gov/30781654/
54,Effect of Different Types of Loads on the Force-Velocity Relationship Obtained During the Bench Press Throw Exercise.,"Cosic M, Knezevic OM, Nedeljkovic A, Djuric S, Zivkovic MZ, Garcia-Ramos A.","Cosic, M, Knezevic, OM, Nedeljkovic, A, Djuric, S, Zivkovic, MZ, and Garcia-Ramos, A. Effect of different types of loads on the force-velocity relationship obtained during the bench press throw exercise. J Strength Cond Res 35(9): 2401-2406, 2021-This study aimed (a) to evaluate the degree of linearity of the force-velocity (F-V) relationship across different types of loads, (b) to compare the magnitude of the F-V relationship parameters (maximum values of force [F0], velocity [V0], and power [Pmax]) between the different types of loads, and (c) to explore the concurrent validity of F0 with traditional measures of maximal strength. The F-V relationships of 15 physically active men (age: 20.9 ± 2.0 years, bench press 1 repetition maximum relative to body mass: 1.20 ± 0.10 kg·kg-1) were determined during the bench press throw exercise using predominantly gravitational (W), inertial (I), and combined (W + I) loads. The bench press maximal isometric force (Fiso) and the 1RM were also assessed. The individual F-V relationships were highly linear regardless of the type of load considered (median r [range] = 0.98 [0.94, 1.00]). The W + I load provided the largest value of F0 (972 ± 45 N; 6.0 and 14.6% higher than W and I, respectively), the I load the largest value of V0 (2.99 ± 0.34 m·s-1; 40.4 and 20.1% higher than W and W + I, respectively), and the W load the lowest value of Pmax (501 ± 46 W; -22.7 and -17.1% lower than I and W + I, respectively). The F0 obtained from the W load presented the highest association with Fiso and 1RM values (r > 0.90). The W + I load and the I load should be recommended to work closer to the F0 and V0 capacities, respectively. However, the W load should be recommended to assess maximal strength capacity through the value of F0.
",J Strength Cond Res. 2021 Sep 1;35(9):2401-2406. doi: 10.1519/JSC.0000000000003183.,https://pubmed.ncbi.nlm.nih.gov/31045686/
55,Use of Machine-Learning and Load-Velocity Profiling to Estimate 1-Repetition Maximums for Two Variations of the Bench-Press Exercise.,"Balsalobre-Fernández C, Kipp K.","The purpose of the current study was to compare the ability of five different methods to estimate eccentric-concentric and concentric-only bench-press 1RM from load-velocity profile data. Smith machine bench-press tests were performed in an eccentric-concentric (n = 192) and a concentric-only manner (n = 176) while mean concentric velocity was registered using a linear position transducer. Load-velocity profiles were derived from incremental submaximal load (40-80% 1RM) tests. Five different methods were used to calculate 1RM using the slope, intercept, and velocity at 1RM (minimum velocity threshold-MVT) from the load-velocity profiles: calculation with individual MVT, calculation with group average MVT, multilinear regression without MVT, regularized regression without MVT, and an artificial neural network without MVT. Mean average errors for all methods ranged from 2.7 to 3.3 kg. Calculations with individual or group MVT resulted in significant overprediction of eccentric-concentric 1RM (individual MVT: difference = 0.76 kg, p = 0.020, d = 0.17; group MVT: difference = 0.72 kg, p = 0.023, d = 0.17). The multilinear and regularized regression both resulted in the lowest errors and highest correlations. The results demonstrated that bench-press 1RM can be accurately estimated from load-velocity data derived from submaximal loads and without MVT. In addition, results showed that multilinear regression can be used to estimate bench-press 1RM. Collectively, the findings and resulting equations should be helpful for strength and conditioning coaches as they would help estimating 1RM without MVT data.
Keywords:
        
      
      monitoring; neural network; regularization; resistance training; sports.
",Sports (Basel). 2021 Mar 16;9(3):39. doi: 10.3390/sports9030039.,https://pubmed.ncbi.nlm.nih.gov/33809614/
56,Letter to the Editor-Changes in Muscle Pattern Activity during the Asymmetric Flat Bench Press.,"Saeterbakken AH, Solstad TE, Shaw MP, Andersen V.","In June 2020, the paper ""Changes in Muscle Pattern Activity during the Asymmetric Flat Bench Press"" was published in the International Journal of Environmental Research and Public Health [...].
",Int J Environ Res Public Health. 2020 Dec 23;18(1):41. doi: 10.3390/ijerph18010041.,https://pubmed.ncbi.nlm.nih.gov/33374638/
57,Pulse wave reflection responses to bench press with and without practical blood flow restriction.,"Tai YL, Marshall EM, Glasgow A, Parks JC, Sensibello L, Kingsley JD.","Resistance exercise is recommended to increase muscular strength but may also increase pulse wave reflection. The effect of resistance exercise combined with practical blood flow restriction (pBFR) on pulse wave reflection is unknown. The purpose of this study was to evaluate the differences in pulse wave reflection characteristics between bench press with pBFR and traditional high-load bench press in resistance-trained men. Sixteen resistance-trained men participated in the study. Pulse wave reflection characteristics were assessed before and after low-load bench press with pBFR (LL-pBFR), traditional high-load bench press (HL), and a control (CON). A repeated-measures ANOVA was used to evaluate differences in pulse wave reflection characteristics among the conditions across time. There were significant (p ≤ 0.05) interactions for heart rate, augmentation index, augmentation index normalized at 75 bpm, augmentation pressure, time-tension index, and wasted left ventricular energy such that they were increased after LL-pBFR and HL compared with rest and CON, with no differences between LL-pBFR and HL. Aortic pulse pressure (p < 0.001) was elevated only after LL-pBFR compared with rest. In addition, there was a significant (p ≤ 0.05) interaction for aortic diastolic blood pressure (BP) such that it was decreased after LL-pBFR compared with rest and CON but not HL. The subendocardial viability ratio and diastolic pressure-time index were significantly different between LL-pBFR and HL compared with rest and CON. There were no significant interactions for brachial systolic or diastolic BP, aortic systolic BP, or time of the reflected wave. In conclusion, acute bench press resistance exercise significantly altered pulse wave reflection characteristics without differences between LL-pBFR and HL.
Keywords:
        
      
      KAATSU; augmentation index; bandages pour genou; blood pressure; exercice contre résistance; index d’augmentation; knee wraps; occlusion veineuse; pression sanguine; resistance exercise; venous occlusion.
",Appl Physiol Nutr Metab. 2019 Apr;44(4):341-347. doi: 10.1139/apnm-2018-0265. Epub 2018 Sep 11.,https://pubmed.ncbi.nlm.nih.gov/30205017/
58,Effect of creatine supplementation during resistance training on lean tissue mass and muscular strength in older adults: a meta-analysis.,"Chilibeck PD, Kaviani M, Candow DG, Zello GA.","The loss of muscle mass and strength with aging results in significant functional impairment. Creatine supplementation has been used in combination with resistance training as a strategy for increasing lean tissue mass and muscle strength in older adults, but results across studies are equivocal. We conducted a systematic review and meta-analysis of randomized controlled trials of creatine supplementation during resistance training in older adults with lean tissue mass, chest press strength, and leg press strength as outcomes by searching PubMed and SPORTDiscus databases. Twenty-two studies were included in our meta-analysis with 721 participants (both men and women; with a mean age of 57-70 years across studies) randomized to creatine supplementation or placebo during resistance training 2-3 days/week for 7-52 weeks. Creatine supplementation resulted in greater increases in lean tissue mass (mean difference =1.37 kg [95% CI =0.97-1.76]; p<0.00001), chest press strength (standardized mean difference [SMD] =0.35 [0.16-0.53]; p=0.0002), and leg press strength (SMD =0.24 [0.05-0.43]; p=0.01). A number of mechanisms exist by which creatine may increase lean tissue mass and muscular strength. These are included in a narrative review in the discussion section of this article. In summary, creatine supplementation increases lean tissue mass and upper and lower body muscular strength during resistance training of older adults, but potential mechanisms by which creatine exerts these positive effects have yet to be evaluated extensively.
Keywords:
        
      
      age; bench press; exercise; leg press; muscle; nutrition; sarcopenia.
",Open Access J Sports Med. 2017 Nov 2;8:213-226. doi: 10.2147/OAJSM.S123529. eCollection 2017.,https://pubmed.ncbi.nlm.nih.gov/29138605/
59,Using bench press load to predict upper body exercise loads in physically active individuals.,"Wong del P, Ngo KL, Tse MA, Smith AW.","This study investigated whether loads for assistance exercises of the upper body can be predicted from the loads of the bench press exercise. Twenty-nine physically active collegiate students (age: 22.6 ± 2.5; weight training experience: 2.9 ± 2.1 years; estimated 1RM bench press: 54.31 ± 14.60 kg; 1RM: body weight ratio: 0.80 ± 0.22; BMI: 22.7 ± 2.1 kg·m(-2)) were recruited. The 6RM loads for bench press, barbell bicep curl, overhead dumbbell triceps extension, hammer curl and dumbbell shoulder press were measured. Test-retest reliability for the 5 exercises as determined by Pearson product moment correlation coefficient was very high to nearly perfect (0.82-0.98, p < 0.01). The bench press load was significantly correlated with the loads of the 4 assistance exercises (r ranged from 0.80 to 0.93, p < 0.01). Linear regression revealed that the bench press load was a significant (R(2) range from 0.64 to 0.86, p < 0.01) predictor for the loads of the 4 assistance exercises. The following 6RM prediction equations were determined: (a) Hammer curl = Bench press load (0.28) + 6.30 kg, (b) Barbell biceps curl = Bench press load (0.33) + 6.20 kg, (c) Overhead triceps extension = Bench press load (0.33) - 0.60 kg, and (d) Dumbbell shoulder press = Bench press load (0.42) + 5.84 kg. The difference between the actual load and the predicted load using the four equations ranged between 6.52% and 8.54%, such difference was not significant. Fitness professionals can use the 6RM bench press load as a time effective and accurate method to predict training loads for upper body assistance exercises. Key pointsThe bench press load was significantly correlated with the loads of the 4 assistance exercises.No significant differences were found between the actual load and the predicted load in the four equations.6RM bench press load can be a time effective and accurate method to predict training loads for upper body assistance exercises.
Keywords:
        
      
      Strength training; repetition maximum; resistance training; training load; weight.
",J Sports Sci Med. 2013 Mar 1;12(1):38-43. eCollection 2013.,https://pubmed.ncbi.nlm.nih.gov/24149723/
60,Bench Press Upper-Body Muscle Activation Between Stable and Unstable Loads.,"Dunnick DD, Brown LE, Coburn JW, Lynn SK, Barillas SR.","The bench press is one of the most commonly used upper-body exercises in training and is performed with many different variations, including unstable loads (ULs). Although there is much research on use of an unstable surface, there is little to none on the use of an UL. The purpose of this study was to investigate muscle activation during the bench press while using a stable load (SL) vs. UL. Twenty resistance-trained men (age = 24.1 ± 2 years; ht = 177.5 ± 5.8 cm; mass = 88.7 ± 13.7 kg) completed 2 experimental conditions (SL and UL) at 2 different intensities (60 and 80% one repetition maximum). Unstable load was achieved by hanging 16 kg kettlebells by elastic bands from the end of the bar. All trial lifts were set to a 2-second cadence with a slight pause at the bottom. Subjects had electrodes attached to 5 muscles (pectoralis major, anterior deltoid, medial deltoid, triceps brachii, and latissimus dorsi) and performed 3 isometric bench press trials to normalize electromyographic data. All 5 muscles demonstrated significantly greater activation at 80% compared with 60% load and during concentric compared with eccentric actions. These results suggest that upper body muscle activation is not different in the bench press between UL and SL. Therefore, coaches should use their preference when designing training programs.
",J Strength Cond Res. 2015 Dec;29(12):3279-83. doi: 10.1519/JSC.0000000000001198.,https://pubmed.ncbi.nlm.nih.gov/26540024/
61,Neuromuscular Control During the Bench Press Movement in an Elite Disabled and Able-Bodied Athlete.,"Gołaś A, Zwierzchowska A, Maszczyk A, Wilk M, Stastny P, Zając A.","The disabled population varies significantly in regard to physical fitness, what is conditioned by the damage to the locomotor system. Recently there has been an increased emphasis on the role of competitive sport in enhancing health and the quality of life of individuals with disability. One of the sport disciplines of Paralympics is the flat bench press. The bench press is one of the most popular resistance exercises used for the upper body in healthy individuals. It is used not only by powerlifters, but also by athletes in most strength-speed oriented sport disciplines. The objective of the study was to compare neuromuscular control for various external loads (from 60 to 100% 1RM) during the flat bench press performed by an elite able-bodied athlete and an athlete with lower limb disability. The research project is a case study of two elite bench press athletes with similar sport results: an able-bodied athlete (M.W., age 34 years, body mass 103 kg, body height 1.72 m, 1RM in the flat bench press 200 kg) and a disabled athlete (M.T., age 31 years, body mass 92 kg, body height 1.70 m, 1RM in the flat bench press 190 kg). The activity was recorded for four muscles: pectoralis major (PM), anterior deltoid (AD), as well as for the lateral and long heads of the triceps brachii (TBlat and TBlong). The T-test revealed statistically significant differences between peak activity of all the considered muscles (AD with p = 0.001; PM with p = 0.001; TBlat with p = 0.0021 and TBlong with p = 0.002) between the 2 athletes. The analysis of peak activity differences of M.W and M.T. in relation to the load revealed statistically significant differences for load changes between: 60 to 100% 1RM (p = 0.007), 70 to 100% 1RM (p = 0.016) and 80 to 100% 1RM (p = 0.032). The flat bench press performed without legs resting firmly on the ground leads to the increased engagement of upper body muscles and to their greater activation. Isolated initial positions can be used to generate greater engagement of muscle groups during the bench press exercise and evoke their higher activation.
Keywords:
        
      
      bench press; disabled athletes; internal structure; muscle activity.
",J Hum Kinet. 2017 Dec 28;60:209-215. doi: 10.1515/hukin-2017-0110. eCollection 2017 Dec.,https://pubmed.ncbi.nlm.nih.gov/29340001/
62,The Acute Effect of Accentuated Eccentric Overloading upon the Kinematics and Myoelectric Activity in the Eccentric and Concentric Phase of a Traditional Bench Press.,"Kristiansen EL, Larsen S, van den Tillaar R.","The target of this study was to investigate the acute effect of a supramaximal augmented eccentric load on the kinematics and myoelectric activity during the concentric phase of the lift in a traditional bench press. Ten resistance-trained males (age 24 ± 6.4 years, height 1.80 ± 0.07 m, body-mass 87.2 ± 16.9 kg) performed two repetitions at 110/85% of the 1-RM in the dynamic accentuated external resistance (DAER) group and two repetitions at 85/85% of the 1-RM for the control group in a traditional bench press. The barbell kinematics, joint kinematics and myoelectric activity of eight muscles were measured in the eccentric phase and the pre-sticking, sticking and post-sticking regions. The main findings were that the sticking region started at a lower barbell height and that a lower barbell velocity was observed in the sticking region during the second repetition in the DAER condition compared to the control condition. Additionally, the lateral deltoid muscle and clavicle part of the pectoralis were more active during the eccentric loading compared to the control condition for the second repetition. Furthermore, higher myoelectric activity was measured during the second repetition in the sticking region for the eccentric loading condition in both pectoralis muscles, while the sternal parts of the pectoralis and anterior deltoid were more active during the second repetition of the control condition in the post-sticking region. Based on our findings, it can be concluded that the supramaximal loading in the descending phase with 110% of the 1-RM in the bench press does not have an acute and positive effect of enhanced performance in the ascending phase of the lift at 85% of 1-RM. Instead, fatigue occurs when using this eccentric load during a bench press.
Keywords:
        
      
      augmented overload; maximal strength; weight releasers.
",Sports (Basel). 2021 Dec 29;10(1):6. doi: 10.3390/sports10010006.,https://pubmed.ncbi.nlm.nih.gov/35050971/
63,Relationship of Barbell and Dumbbell Repetitions With One Repetition Maximum Bench Press in College Football Players.,"Heinecke ML, Mauldin ML, Hunter ML, Mann JB, Mayhew JL.","Heinecke, ML, Mauldin, ML, Hunter, ML, Mann, JB, and Mayhew, JL. Relationship of barbell and dumbbell repetitions with one repetition maximum bench press in college football players. J Strength Cond Res 35(2S): S66-S71, 2021-Dumbbell training to augment barbell training is gaining popularity. However, information is lacking that details the compatibility of strength and endurance between dumbbell and barbell performances in the same exercise. Therefore, the purposes of this study were to compare the similarity of muscular endurance performance between dumbbell and barbell exercises and to assess the accuracy of predicting one repetition maximum (1RM) barbell bench press from barbell and dumbbell repetitions to fatigue (RTF). College football players (n = 40) performed 1RM barbell bench press and RTF with a 90.9-kg barbell. On separate days, unilateral (45.5 kg) and bilateral dumbbell (90.9 kg) RTF were performed. Barbell RTF (13.8 ± 9.2) were significantly greater (effect size [ES] = 0.14) than bilateral dumbbell RTF (12.5 ± 9.5) but highly correlated (r = 0.96). Unilateral dumbbell RTF were significantly greater (ES = 0.13) for dominant hand (10.8 ± 10.1) than nondominant hand (9.5 ± 9.7) but highly correlated (r = 0.97). Prediction of 1RM barbell bench press was equally effective using a constant weight barbell (r = 0.90) or equivalent weight bilateral dumbbells (r = 0.87) with total errors of 7.3 and 8.2%, respectively. Barbell and dumbbell repetitions with equivalent weights place a similar demand on the upper-body musculature for training and testing purposes in football athletes.
",J Strength Cond Res. 2021 Feb 1;35(Suppl 1):S66-S71. doi: 10.1519/JSC.0000000000003539.,https://pubmed.ncbi.nlm.nih.gov/33666593/
64,Creatine monohydrate supplementation during eight weeks of progressive resistance training increases strength in as little as two weeks without reducing markers of muscle damage.,"Kaviani M, Abassi A, Chilibeck PD.","Background:
        
      
      Creatine supplementation (Cr) increases strength during resistance training, but the time course of this strength increase is unclear. The aim was to determine the precise time course by which Cr could increase strength and whether Cr prevents muscle damage during eight weeks of resistance training.
Methods:
        
      
      Young males were randomized (double blind) to Cr (N.=9, 0.07g/kg/d) and placebo (N.=9) during 8-weeks of resistance training (3 d/week). Strength was assessed across six exercises every two weeks. Venous blood samples obtained at baseline, and 24 and 48 hours after the final resistance training session were assessed for creatine kinase [CK] and lactate dehydrogenase [LDH] as measures of muscle damage.
Results:
        
      
      Strength was significantly higher in the Cr versus placebo group (P<0.05) after two weeks of training for three of the six exercises (bench press, leg press, shoulder press). By the end of the eight weeks of training, strength was significantly higher in the Cr versus placebo group (P<0.05) for four of the six exercises (bench press, leg press, shoulder press, and triceps extension, but not biceps curl or lat-pulldown). Creatine supplementation did not prevent muscle damage. Indeed, muscle damage markers increased in the Cr compared to placebo group (P<0.05).
Conclusions:
        
      
      Cr increased muscular strength in as little as two weeks during a resistance training program; however, this was not accompanied by decreased muscle damage. Greater muscle damage with Cr may be due to a greater training intensity enabled by Cr supplementation. This might lead to greater protein turnover and enhanced muscle adaptation.
",J Sports Med Phys Fitness. 2019 Apr;59(4):608-612. doi: 10.23736/S0022-4707.18.08406-2. Epub 2018 May 2.,https://pubmed.ncbi.nlm.nih.gov/29722252/
65,Effects of Acute Caffeine Intake on Power Output and Movement Velocity During a Multiple-Set Bench Press Exercise Among Mild Caffeine Users.,"Filip-Stachnik A, Krzysztofik M, Kaszuba M, Leznicka K, Kostrzewa M, Del Coso J, Wilk M.","The main goal of this study was to evaluate the effectiveness of an acute dose of caffeine (6 mg/kg body mass (b.m.)) on power output and bar velocity during a bench press multiple-set resistance training session in participants with mild daily caffeine consumption (in the range of 1 to 3 mg/kg/b.m). Thirteen recreationally active male participants (age: 21.9 ± 1.2 years, body mass: 74.4 ± 5.3 kg, body mass index: 23.1 ± 1.6 kg/m2, bench press onerepetition maximum (1RM): 79.2 ± 14.9 kg), with daily caffeine ingestion of 1.56 ± 0.56 mg/kg/b.m., participated in the study with a randomized double-blind experimental design. Each participant performed two identical experimental sessions, 60 min after the intake of a placebo (PLAC) or 6 mg/kg/b.m. of caffeine (CAF-6). In each experimental session, participants performed 5 sets of 5 repetitions of the bench press exercise with a load equivalent to 70% 1RM. The eccentric and concentric phases of the bench press exercise were performed at maximal possible velocity in each repetition. Bar velocity was recorded with a linear position transducer and power output was calculated using velocity and load data. A two-way repeated measures ANOVA indicated no significant substance x set interaction for mean power output (MP), mean bar velocity (MV), peak power output (PP) and peak bar velocity (PV). However, there was a significant main effect of substance on MP (p < 0.01; η2 = 0.47) and MV (p < 0.01; η2 =0.45). Post hoc analysis for main effect revealed that MP and MV values in the CAF-6 group were higher than in the PLAC group in all 5 sets of the exercise (p < 0.05). In conclusion, this study demonstrated that an acute dose of caffeine before resistance exercise increased mean power output and mean bar velocity during a multiple-set bench press exercise protocol among mild caffeine users.
Keywords:
        
      
      caffeine tolerance; ergogenic aids; resistance exercise; sport performance; upper limbs.
",J Hum Kinet. 2021 Mar 31;78:219-228. doi: 10.2478/hukin-2021-0044. eCollection 2021 Mar.,https://pubmed.ncbi.nlm.nih.gov/34025879/
66,A comparison of muscle activity of the dominant and non-dominant side of the body during low versus high loaded bench press exercise performed to muscular failure.,"Krzysztofik M, Jarosz J, Matykiewicz P, Wilk M, Bialas M, Zajac A, Golas A.","The main aim of the study was to compare the peak surface electromyography (sEMG) amplitude of muscles during low and high loaded bench press exercises performed to muscular failure on the dominant and non-dominant body side. Ten resistance-trained healthy males with at least six-year experience in resistance training (27.7 ± 5.6 years, 81.1 ± 5.8 kg and 175.3 ± 5.2 cm, bench press one-repetition maximum [1RM] = 98.9 ± 7.1 kg) performed the bench press at 50% and at 90%1RM. The differences in peak sEMG amplitude between body-sides and the external loads were recorded for the pectoralis major (PM), anterior deltoid (AD), and the long head of the triceps brachii (TB) during each attempt. A two-way repeated-measures ANOVAs revealed statistically significant main effect of side for AD (p < 0.001) and TB (p < 0.001) but not for PM (p = 0.168) and a significant main effect of load for TB (p < 0.001) but not for AD and PM (p = 0.229; p = 0.072; respectively). The post-hoc analysis for the main effect of side showed significantly higher peak sEMG amplitude for the dominant side compared to the non-dominant side for AD and TB at 50%1RM and 90%1RM (p < 0.001; all) with no statistically significant differences for PM (p = 0.187; p = 0.155; both loads). The post-hoc analysis for the main effect of load for TB revealed a significantly higher peak sEMG amplitude at 90%1RM compared to the 50%1RM (p = 0.009). The obtained results indicate that regardless of the external load, the peak sEMG activity of the AD, PM, and TB during the bench press exercise performed to muscular failure was higher on the dominant body-side.
Keywords:
        
      
      EMG; Electromyography; External load; Resistance exercise; Resistance training; Symmetry.
",J Electromyogr Kinesiol. 2021 Feb;56:102513. doi: 10.1016/j.jelekin.2020.102513. Epub 2021 Jan 4.,https://pubmed.ncbi.nlm.nih.gov/33422743/
67,"Effect of Acute Beetroot Juice Supplementation on Bench Press Power, Velocity, and Repetition Volume.","Williams TD, Martin MP, Mintz JA, Rogers RR, Ballmann CG.","Williams, TD, Martin, MP, Mintz, JA, Rogers, RR, and Ballmann, CG. Effect of acute beetroot juice supplementation on bench press power, velocity, and repetition volume. J Strength Cond Res 34(4): 924-928, 2020-The purpose of this study was to examine the effects of acute beetroot juice (BRJ) supplementation on power, velocity, and repetitions to failure (RTF) during bench press exercise. Resistance-trained male subjects (n = 11) were recruited for this study. Using a double-blinded, counterbalanced, crossover study design, subjects were supplemented with either 70 ml of BRJ or placebo (PL; black currant juice) 2 hours before exercise. During each exercise trial, subjects began by completing 2 sets × 2 repetitions of bench press at 70% 1 repetition maximum (1RM) with maximum explosive intent. Barbell velocity and power were measured using a linear position transducer. Subjects then completed 3 sets × RTF at 70% 1RM separated by 2 minutes of rest between each set. Maximum mean power, velocity, and repetitions were analyzed. Mean velocity (p = 0.011; effect size [ES] = 0.54) and mean power (p = 0.015; ES = 0.51) were significantly higher with BRJ when compared with PL. Total RTF (p = 0.002; ES = 0.46) was higher during the BRJ condition vs. PL. Results indicate that acute BRJ supplementation positively impacts velocity, power, and total repetitions during free-weight bench press exercise.
",J Strength Cond Res. 2020 Apr;34(4):924-928. doi: 10.1519/JSC.0000000000003509.,https://pubmed.ncbi.nlm.nih.gov/31913252/
